,post_id,title,sentence,job_code_1A,job_code_1B,company,post_date,industry_id,industry_name,sector_id,sector_title,branch_id,branch_title,sub_branch_id,sub_branch_title,pjt_matched_other_branch_id,batch_id,run_no,job_salary_min,job_salary_max,job_salary_average,job_salary_unit,job_salary_remarks,job_salary_estimated,job_employment_type,job_employment_type_description,qualification,education_level,education_level_title,experience,working_experience,is_part_time,is_freelance,is_full_time,principal_job_title_matched,pjt_is_matched_custom_rule
1201,11442998,"治療師主管 / 高級治療師 ( 月薪可高達 $35,000 - $50,000)","perfect life 創建於 2007 是第一家有機抗老化專家擁有高質素天然有機產品和健康及美容護理服務的美容集團公司  ,   以先進技術和具深資經驗的健康美容顧問提供優質服務給客人為本 ;  perfect life 相信  :   「健康的美  ,   就是最美」以幫助每一個客人令他擁有身,心,靈健康成長的精神去服務   *   本公司現擴搌業務  ,   招聘多位優秀  ,   有遠見的人才加入我們的團隊 ;  ❤ 提供最高佣金 ❤ 重視員工感受 ❤ 工作開心有尊嚴 ;  工作職責  : ;  提供健康美容護理 ;  提供療程服務給顧客 ;  解答顧客療程及產品的查詢 ;  提供優質顧客服務 ;  入職要求  : ;  最少 5 年或以上美容師或相關經驗 ;  熟識人手護理及操作美療和健康療程機 ;  提供專業服務給顧客 ;  親切有禮、著重團隊精神 ;  員工福利  : ;  8 小時工作 ;  優厚薪酬 ;  勤工獎 ;  每月 6 天例假加 1 天勞工假   =   7 天 ;  10   14 天有薪年假 ;  醫療福利 ;  有薪在職培訓 ;  員工購物優惠 ;  提供專業完善的在職培訓 ;  良好晉升機會 ;  生日禮物 ;  強積金 ;  應徵者可按   ""  apply now  ""   或 電郵個人履歷至人力資源部 或 whatsapp #6156 9298 預約面試 ;  查詢更多詳情  ,   請瀏覽公司網址   :   www.perfect life.com.hk ;  (  求職者遞交個人資料只作招聘用途  ,   所有資料絕對保密  ) ;  工作類型  :   全職  ,   佣金  ,   長期 ;  薪酬:每月   $  35  ,  000.00   $  50  ,  000.00 ;  教育  : ;  中學   (  必須具備  )",#N/A,,Perfect Life,6/18/2020 0:00:00,20,Retail Trade,1,#N/A,11,Retail Trade not via Stores and Mobile Stalls,40,Retail sale via mail order or internet,0,202006,10,0,0,0,0,-,0,1,Full Time,"Master's degree, Degree, Asso. Deg or High Dip, Diploma or equivalent, F.5- F.7 or DSE, Below F.5",0,#N/A,5-10,0,0,0,1,0,0
526,12899316,清潔員,"dr max limited ;  與您攜手‧走得更遠 ;  dr max limited 成立於 2004 年  , 憑藉對幼兒教育的熱忱,加上專業的出版團隊,製作多類型優質教材,更榮獲「香港卓越服務名牌」及多個獎項 ;  除了自行研發、獲得名人推薦及家長推崇的 electronic  english 外  , 亦與迪士尼及華納兄弟等國際知名品牌合作出版,務求提升小朋友的學習興趣,增進親子互動,讓家長輕鬆見證孩子成長 ;  your trusted partner to walk further ;  established in 2004  ,   dr max limited specializes in producing quality children publications ;  with immense passion for education and a team of publishing professionals  ,   dr max has captured the “hong kong premier service brand” and many other awards ;  in addition to the well acclaimed electronic english  ,   dr max limited also collaborates in publishing with internationally renowned brands  ,   such as disney and warner brothers ;  this hopes to enhance children’s motivation in learning  ,   and to facilitate parent child interactions ;  職位     :     清潔員 ;  工作範疇    : ;  辦公室清潔及巡查(包括辦公室設備  ,   員工工作間  ,   洗水間及廚房  ) ;  檢查及訂購清潔用品 ;  少量外出工作(如外出購買公司雜物  ,   到銀行或郵局等  ) ;  協助處理一些簡單文職工作 ;  工作時間  :   星期一五至   (  10  :  00 am   7  :  00pm  ) ;  星期六  (  8  :  30 am   5  :  30 pm  ) ;  每週工作五天 ;  若需於星期六輪班當值  ,   則可於隨後星期一至五補假一天  ) ;  要求    : ;  中三或以上程度 ;  良好粵語 ;  懂讀寫中文 ;  守時  ,   盡責  ,   有責任心 ;  有一年或以上寫字樓清潔經驗優先 ;  本公司提供良好薪酬福利包括五天工作週、有薪年假 12  20 天 、銀行假期、婚假、生日利是、勤工獎、健康奬、酌情性花紅及員工購物優惠等,有意者請列明所申請職位名稱以 ms  word  /  pdf 格式透過電郵履歷表  ( 包括現時薪酬、期望薪酬及可到職日期)至人力資源部 ;  所有申請人提供之資料將絕對保密及只作招聘用途 ;  申請人如在  6_ 星期內收不到面試邀請將被視作申請不成功 _  ,     有關申請資料亦將被刪除 ;  有意者請按“apply now”申請 ;  薪酬  :   每月   $  10  ,  000.00 起 ;  時間  : ;  日班 ;  早班",000,000,DR-Max Limited,11/11/2020 0:00:00,20,Retail Trade,1,#N/A,11,Retail Trade not via Stores and Mobile Stalls,40,Retail sale via mail order or internet,0,202011,2,0,0,0,0,-,0,1,Full Time,"Asso. Deg or High Dip, Diploma or equivalent, F.5- F.7 or DSE, Below F.5",0,#N/A,1-6,0,0,0,1,1,1
1370,12913246,灣仔銅鑼灣全職/兼職烘焙甜點店務員,灣仔 銅鑼灣 beard papa's 全職/兼職烘焙甜點店務員 ;  負責售買、廚房清潔、處理及準備各式甜點 ;  如有經驗者更佳，男女均可 ;  全職視經驗而定 ;  兼職 (   $  40   $  45 視乎經驗） ;  入職要求： ;  中三程度或以上 ;  經驗不拘 ;  有禮貌守時，有責任心 ;  beard papa’s fresh cream puff ;  店舖位置方便 ;  全職員工福利： ;  可亨員工購物優惠，醫療福利，每月勤工奬，營業及目標奬金，7 14 天有薪年假 ，超時工作津貼，5 天有薪婚假 ;  有意者請按“apply now”申請 ;  fax  :   852 27352886 ;  phone  :   852 27858679   (  姚小姐洽）,#N/A,,OPA INTERNATIONAL LIMITED,11/24/2020 0:00:00,20,Retail Trade,1,#N/A,4,"Clothing, Footwear and Allied Product",9,"Retail sale of clothing, footwear and leather articles (except HSIC 477103, 477104, 478102)",0,202011,2,0,0,0,0,-,0,1,Full Time,"Asso. Deg or High Dip, Diploma or equivalent, F.5- F.7 or DSE, Below F.5",0,#N/A,0-5,0,1,0,1,1,1
32,13175172,燒味師傅 (馬鞍山),•醫療計劃   (  包括家屬  ) ;  •購物折扣優惠 ;  •免供款公積金計劃 ;  •14 星期產假 ;  即時 whatsapp 視像面試 97077261 ;  (  逢星期一至五 9  :  00am   6  :  00pm  ) ;  email  :   pnsstorehr@aswatson.com ;  tel  :   3697 7629 ;  我們乃平等機會僱主，歡迎所有合資格人士申請 ;  所有資料將會絕對保密，並只用作考慮屈臣氏集團有關或類似職位之申請 ;  未獲取錄之申請者的所有個人資料將於十二個月內予以銷毀 ;  「屈臣氏集團零售學院」提供 15 項資歷架構第 2 至 5 級的課程，有助同事提昇個人及事業發展 ;  •12 15 天有薪年假 ;  •17 天公眾假期 ;  •年終賞金,000,000,PARKnSHOP,10/30/2020 0:00:00,20,Retail Trade,1,#N/A,2,Supermarkets,4,Supermarkets,0,202010,2,0,0,0,0,Not mentioned,0,1,Full Time,Not mentioned,0,#N/A,Not mentioned,0,0,0,1,0,0
898,8259254,營業主任 sales executive,要求 ;  於專門店內為顧客講解及推廣產品 ;  積極主動、具良好客戶服務態度 ;  無須銷售經驗，公司提供在職培訓 ;  中五程度，五年工作經驗 ;  待遇 ;  星期一至五朝九晚六、星期六半日、星期日休息 ;  優厚薪酬+佣金+花紅+交通津貼 ;  員工購物優惠 ;  良好晉升機會,#115,312,Cosmo Health (H. K.) Ltd,5/21/2020 8:00:00,20,Retail Trade,1,#N/A,10,Telecommunications Equipment and Electrical Goods,39,"Retail sale of electrical goods (excl. machinery, office and telecommunications equipment and appliances, audio and video equipment)",0,202005,7,0,0,0,#N/A,#N/A,0,1,Full Time,School Certificate,0,#N/A,5 years,0,0,0,0,1,1
962,11620163,營業主任 sales executive,要求 ;  於專門店內為顧客講解及推廣產品 ;  積極主動、具良好客戶服務態度 ;  無須銷售經驗，公司提供在職培訓 ;  中五程度，五年工作經驗 ;  待遇 ;  星期一至五朝九晚六、星期六半日、星期日休息 ;  優厚薪酬+佣金+花紅+交通津貼 ;  員工購物優惠 ;  良好晉升機會,219,,Cosmo Health (H. K.) Ltd,7/27/2020 8:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",21,"Other retail sale of new goods (except HSIC 477402, 477403, 477405, 477407, 477418, 477421, 477422)",0,202007,4,0,0,0,#N/A,#N/A,0,1,Full Time,School Certificate,0,#N/A,5 years,0,0,0,0,1,1
325,12549645,營業員 sales,"工作職責： ;  於店舖內為顧客提供專業及親切的服務，以達至銷售目標 ;  專業及有禮地解答顧客的查詢 ;  與顧客建立及維繫良好關係，推廣品牌形象 ;  協助店舖日常運作 ;  職位要求： ;  中五程度或以上，需具珠寶零售經驗 ;  積極主動、待客熱誠有禮 ;  具良好顧客服務及溝通技巧 ;  能操廣東話、普通話，略懂英語較佳 ;  可享福利：優厚薪酬、勤工獎金、特別獎金、營銷比賽獎金、每月佣金、推薦新人獎金、年終花紅等等 ;  優厚待遇：良好晉升機制、醫療津貼、員工購物優惠、在職培訓及良好晉升機會、高達 15 天年假、生日假、結婚假、男士侍產假等等 ;  上班地點：油麻地   /  旺角   /  銅鑼灣   /  灣仔 ;  應徵者可將履歷、要求薪金，寄：荃灣海盛路 3 號 tml 廣場 18 樓 d5 室 ;  salary  :     $  15  ,  000.00     $  18  ,  000.00 per month ;  有意者可電郵至 recruit @manfookjewelry ;  com",312,312,Man Fook Jewellery Holdings Limited,12/1/2020 8:00:00,20,Retail Trade,1,#N/A,7,Jewellery,25,Retail sale of jewellery and precious metal accessories,0,202012,2,0,0,0,0,--,0,1,Full Time,F.5 / HKCEE,0,#N/A,--,0,0,0,1,1,1
177,5975827,營業員/高級營業員/營業主任 sales (珠寶 jewellery),"job highlights ;  年終花紅 year end bonus ;  優厚佣金 high commission ;  車船及膳食津貼 travel and meal allowance         job description ;  職責   :   為顧客提供優質的購物體驗 達到銷售目標 運作日常店舖工作 ;  職位要求： 無須經驗  ,   歡迎應屆畢業生  /   具至少兩年銷售經驗  /   具至少三年經驗均可   (  具珠寶零售經驗者更好  )   良好廣東話  ,   一般國語 主動積極  ,   有責任心 良好溝通技巧 ;  福利   :   年終花紅  ,   優厚佣金  ,   車船及膳食津貼  ,   勤工獎  ,   婚假  ,   産假  ,   待產假  ,   恩恤假  ,   生日假  ,   醫療福利 ;  工作地點   :   南昌  ,   天水圍  ,   元朗  ,   新蒲崗 ;  保証收入(每月  )     :   hkd14  ,  000  /   hkd17  ,  000  /   hkd19  ,  000 或以上    (  具豐富經驗者另議  ) ;  有意者請將將履歷及薪金要求寄至元朗形點 2 期 1 樓 a177 號舖 ;  或致電 23889828 聯絡吳先生  /   梁小姐         additional information         career level   entry level         qualification   primary         years of experience   n  /  a         employment type   full time  ,   permanent         job functions   sales  ,   cs & business devpt   >   customer service   supervisor  /  officer  ,   sales  ,   cs & business devpt   >   retail sales  ,   others   >   student   /   fresh graduate   /   no experience                      company overview ;  enchanting diamond limited is a fast growing local jewellery chain store since 201 ;  enchanting diamond is well known for luxury jewellery including diamond jewellery  ,   24k  (  999.9  )   gold jewellery  ,   jade jewellery and gem stone jewellery etc ;  providing high end quality  ,   unique fashionable design with affordable prices ;  also  ,   excellent customer services ;  additional company information         industry   wholesale   /   retail         benefits & others   performance bonus  ,   transportation allowance",311/312/211,312/311/219,Enchanting Diamond Limited,1/13/2020 8:00:00,20,Retail Trade,1,#N/A,7,Jewellery,25,Retail sale of jewellery and precious metal accessories,0,202001,14,0,0,0,#N/A,#N/A,0,1,Full Time,#N/A,0,#N/A,#N/A,0,0,0,1,1,1
903,11451106,營銷銷售主任 / 經理 sales executive/sales manager,崗位職責：   運用現代數碼科技作為營銷和銷售手法，懂得應運人際關係網絡營銷配合完成部門銷售目標；  以銷售目標為導向，針對不同客戶和場景，制定有效的網絡傳播策略執行；  熟悉互聯網商業模式及行銷方式；  熟悉透過產品口碑推廣建立社區社群等多元化用戶管道，並提升用戶活躍度；  完成上級交辦的其他任務 ;  任職資&#26684 ;  ：   中五或以上學歷，三年或以上零售工作經驗；  略懂英語、普通話及流利廣東話；  熟悉電腦操作；  優秀溝通表達能力，高度責任心，善於挑戰，性&#26684 ;  開朗，富主動性；  有自信成為產品銷售領域的精英；  底薪  傭金  年度花紅，銀行假，生日假，年假及每月員工禮物 ;  薪酬優厚及福利完善，包括：   銷售獎金   年終獎金   勤工獎   醫療保險   免費產品   員工購物優惠,116,,AQ Bio Technology Group Limited,6/27/2020 0:00:00,20,Retail Trade,1,#N/A,5,"Consumer Goods, n.e.c.",21,"Other retail sale of new goods (except HSIC 477402, 477403, 477405, 477407, 477418, 477421, 477422)",0,202006,10,0,0,0,0,-,0,1,Full Time,#N/A,0,#N/A,-,0,0,0,1,1,1
995,12391756,珠寶營業員 jewellery sales,工作職責： ;  於店舖內為顧客提供專業及親切的服務，以達至銷售目標 ;  專業及有禮地解答顧客的查詢 ;  與顧客建立及維繫良好關係，推廣品牌形象 ;  協助店舖日常運作 ;  職位要求： ;  中五程度或以上， ;  必需具珠寶零售經驗 ;  積極主動、待客熱誠有禮 ;  具良好顧客服務及溝通技巧 ;  能操廣東話、普通話，懂英語較佳 ;  可享福利：優厚薪酬、勤工獎金、特別獎金、營銷比賽獎金、每月佣金、推薦新人獎金、年終花紅等等 ;  優厚待遇：良好晉升機制、醫療津貼、員工購物優惠、在職培訓及良好晉升機會、高達 15 天年假、生日假、結婚假、男士侍產假等等 ;  上班地點：油麻地   /  旺角   /  銅鑼灣   /  灣仔 ;  將履歷、要求薪金，寄：荃灣海盛路 3 號 tml 廣場 18 樓 d5 室； ;  或電郵至 recruit @manfookjewelry ;  com,311,,Man Fook Jewellery Holdings Limited,11/6/2020 8:00:00,20,Retail Trade,1,#N/A,7,Jewellery,25,Retail sale of jewellery and precious metal accessories,0,202011,2,0,0,0,0,--,0,1,Full Time,F.5 / HKCEE,0,#N/A,--,0,0,0,1,1,1
481,8278576,珠寶營業員i,"資歷： ;  中五學歷 ;  一般粵語 ;  一般普通話 ;  一般英語 ;  懂讀寫中文 ;  懂讀寫英文 ;  有責任感及進取 ;  認識珠寶知識,有一定銷售技巧 ;  1 年零售經驗優先 ;  待遇： ;  每月  $  13  ,  000   $  15  ,  000  (  視乎經驗而定)有每月勤工獎金  $  500  ,  年假 10  14 天  , 花紅獎金,分店達標獎金(佣金),員工購物優惠  ,   上午 10   :  00  /  10  :  30 至下午 20  :  00  /  20  :  30  ,   每週工作 6 天,輪休 ;  有意者可電郵至 hr @fookmoonlam ;  com ;  hk",312,312,Fook Moon Lam Jewellery Holdings Company Limited,6/1/2020 8:00:00,20,Retail Trade,1,#N/A,7,Jewellery,25,Retail sale of jewellery and precious metal accessories,0,202006,10,13000,15000,14000,0,"$13,000 - $15,000 (Monthly)",14000,1,Full Time,F.5 / HKCEE,0,#N/A,1,0,0,0,1,1,1
694,6469954,珠寶營業員i,"資歷： ;  中五學歷 ;  一般粵語 ;  一般普通話 ;  一般英語 ;  懂讀寫中文 ;  懂讀寫英文 ;  有責任感及進取 ;  認識珠寶知識,有一定銷售技巧 ;  1 年零售經驗優先 ;  待遇： ;  每月  $  13  ,  000   $  15  ,  000  (  視乎經驗而定)有每月勤工獎金  $  500  ,  年假 10  14 天  , 花紅獎金,分店達標獎金(佣金),員工購物優惠  ,   上午 10   :  00  /  10  :  30 至下午 20  :  00  /  20  :  30  ,   每週工作 6 天,輪休 ;  有意者可電郵至 hr @fookmoonlam ;  com ;  hk",312,312,Fook Moon Lam Jewellery Holdings Company Limited,2/5/2020 8:00:00,20,Retail Trade,1,#N/A,7,Jewellery,25,Retail sale of jewellery and precious metal accessories,0,202002,7,13000,15000,14000,0,"$13,000 - $15,000 (Monthly)",14000,1,Full Time,F.5 / HKCEE ,0,#N/A,1 ,0,0,0,1,1,1
1079,5622190,珠寶營業員ii,"資歷： ;  中五學歷 ;  一般粵語 ;  一般普通話 ;  一般英語 ;  懂讀寫中文 ;  懂讀寫英文 ;  有責任感及進取 ;  認識珠寶知識,有一定銷售技巧 ;  2 年零售經驗優先 ;  待遇： ;  每月  $  14  ,  000   $  16  ,  000  (  視乎經驗而定)有每月勤工獎金  $  500  ,  年假 10  14 天  , 花紅獎金,分店達標獎金(佣金),員工購物優惠  ,   上午 10   :  00  /  10  :  30 至下午 20  :  00  /  20  :  30  ,   每週工作 6 天,輪休 ;  有意者可電郵至 hr @fookmoonlam ;  com ;  hk",#N/A,,Fook Moon Lam Jewellery Holdings Company Limited,1/1/2020 8:00:00,20,Retail Trade,1,#N/A,7,Jewellery,25,Retail sale of jewellery and precious metal accessories,0,202001,14,14000,16000,15000,0,"$14,000 - $16,000 (Monthly)",15000,1,Full Time,F.5 / HKCEE ,0,#N/A,2 ,0,0,0,1,1,1
876,8522305,珠寶銷售員 jewellery sales,"每月 6 天假期 ;  良好晉升制度 ;  超時工作津貼 ;  員工購物優惠 ;  奬賞花紅 ;  10 小時工作制 ;  有薪年假 ;  特別工作津貼 ;  生日假 ;  完善在職培訓 ;  婚假 ;  男仕侍產假 ;  起薪  $  16000 起 ;  有意者請電 23983480 鍾小姐洽或電郵履歷致   ""  apply now  """,#116,312,PN,6/17/2020 8:00:00,20,Retail Trade,1,#N/A,7,Jewellery,25,Retail sale of jewellery and precious metal accessories,0,202006,10,0,0,0,#N/A,#N/A,0,1,Full Time,Not Specified,0,#N/A,Not Specified,0,0,0,0,1,1
